Indexcd,Trddt,Retindex
300,2022/2/28,0.001798
300,2022/3/1,0.008303
300,2022/3/2,-0.008893
300,2022/3/3,-0.005891
300,2022/3/4,-0.012127
300,2022/3/7,-0.031948
300,2022/3/8,-0.020076
300,2022/3/9,-0.009154
300,2022/3/10,0.015733
300,2022/3/11,0.003188
300,2022/3/14,-0.030596
300,2022/3/15,-0.045738
300,2022/3/16,0.043242
300,2022/3/17,0.019637
300,2022/3/18,0.006656
300,2022/3/21,-0.001677
300,2022/3/22,-0.00081
300,2022/3/23,0.004987
300,2022/3/24,-0.005895
300,2022/3/25,-0.018049
300,2022/3/28,-0.006254
300,2022/3/29,-0.003452
300,2022/3/30,0.029016
300,2022/3/31,-0.007405
300,2022/4/1,0.012684
300,2022/4/6,-0.00288
300,2022/4/7,-0.012838
300,2022/4/8,0.005148
300,2022/4/11,-0.030892
300,2022/4/12,0.019488
300,2022/4/13,-0.009626
300,2022/4/14,0.01252
300,2022/4/15,-0.000673
300,2022/4/18,-0.005339
300,2022/4/19,-0.007556
300,2022/4/20,-0.015505
300,2022/4/21,-0.018414
300,2022/4/22,0.00436
300,2022/4/25,-0.049421
300,2022/4/26,-0.008072
300,2022/4/27,0.029443
300,2022/4/28,0.006564
300,2022/4/29,0.024262
300,2022/5/5,-0.001502
300,2022/5/6,-0.025284
300,2022/5/9,-0.008028
300,2022/5/10,0.010943
300,2022/5/11,0.014428
300,2022/5/12,-0.004447
300,2022/5/13,0.007543
300,2022/5/16,-0.008038
300,2022/5/17,0.012474
300,2022/5/18,-0.003491
300,2022/5/19,0.001927
300,2022/5/20,0.019502
300,2022/5/23,-0.005792
300,2022/5/24,-0.023391
300,2022/5/25,0.006068
300,2022/5/26,0.002477
300,2022/5/27,0.002067
300,2022/5/30,0.006928
300,2022/5/31,0.015512
300,2022/6/1,-0.002039
300,2022/6/2,0.001565
300,2022/6/6,0.01871
300,2022/6/7,0.003131
300,2022/6/8,0.009735
300,2022/6/9,-0.010459
300,2022/6/10,0.015164
300,2022/6/13,-0.011711
300,2022/6/14,0.007867
300,2022/6/15,0.013241
300,2022/6/16,-0.006581
300,2022/6/17,0.013878
300,2022/6/20,0.004964
300,2022/6/21,-0.001124
300,2022/6/22,-0.012702
300,2022/6/23,0.017153
300,2022/6/24,0.011716
300,2022/6/27,0.011262
300,2022/6/28,0.010407
300,2022/6/29,-0.015401
300,2022/6/30,0.014397
300,2022/7/1,-0.004079
300,2022/7/4,0.006562
300,2022/7/5,-0.001444
300,2022/7/6,-0.014605
300,2022/7/7,0.004409
300,2022/7/8,-0.003307
300,2022/7/11,-0.016746
300,2022/7/12,-0.009415
300,2022/7/13,0.001818
300,2022/7/14,0.000142
300,2022/7/15,-0.017017
300,2022/7/18,0.01037
300,2022/7/19,-0.005415
300,2022/7/20,0.003388
300,2022/7/21,-0.011145
300,2022/7/22,0.000514
300,2022/7/25,-0.006038
300,2022/7/26,0.007912
300,2022/7/27,-0.004932
300,2022/7/28,0.000151
300,2022/7/29,-0.013151
300,2022/8/1,0.004455
300,2022/8/2,-0.019494
300,2022/8/3,-0.009751
300,2022/8/4,0.008498
300,2022/8/5,0.013501
300,2022/8/8,-0.002126
300,2022/8/9,0.001981
300,2022/8/10,-0.011201
300,2022/8/11,0.020392
300,2022/8/12,-0.00057
300,2022/8/15,-0.001306
300,2022/8/16,-0.001874
300,2022/8/17,0.009364
300,2022/8/18,-0.008741
300,2022/8/19,-0.006944
300,2022/8/22,0.007305
300,2022/8/23,-0.004858
300,2022/8/24,-0.018904
300,2022/8/25,0.008284
300,2022/8/26,-0.002112
300,2022/8/29,-0.004388
300,2022/8/30,-0.003357
300,2022/8/31,0.000747
300,2022/9/1,-0.008605
300,2022/9/2,-0.004977
300,2022/9/5,-0.002035
300,2022/9/6,0.009178
300,2022/9/7,0.000667
300,2022/9/8,-0.004266
300,2022/9/9,0.013895
300,2022/9/13,0.004233
300,2022/9/14,-0.01113
300,2022/9/15,-0.009406
300,2022/9/16,-0.02345
300,2022/9/19,-0.001191
300,2022/9/20,0.001231
300,2022/9/21,-0.007399
300,2022/9/22,-0.00881
300,2022/9/23,-0.003443
300,2022/9/26,-0.005017
300,2022/9/27,0.014496
300,2022/9/28,-0.016336
300,2022/9/29,-0.000409
300,2022/9/30,-0.005816
300,2022/10/10,-0.022063
300,2022/10/11,0.001814
300,2022/10/12,0.015189
300,2022/10/13,-0.008359
300,2022/10/14,0.023929
300,2022/10/17,0.001026
300,2022/10/18,-0.002118
300,2022/10/19,-0.016084
300,2022/10/20,-0.005721
300,2022/10/21,-0.003205
300,2022/10/24,-0.029261
300,2022/10/25,-0.001629
300,2022/10/26,0.008118
300,2022/10/27,-0.007044
300,2022/10/28,-0.024735
300,2022/10/31,-0.009213
300,2022/11/1,0.03576
300,2022/11/2,0.012006
300,2022/11/3,-0.008132
300,2022/11/4,0.032698
300,2022/11/7,0.002156
300,2022/11/8,-0.006879
300,2022/11/9,-0.00935
300,2022/11/10,-0.007695
300,2022/11/11,0.027878
300,2022/11/14,0.001472
300,2022/11/15,0.018966
300,2022/11/16,-0.008169
300,2022/11/17,-0.004101
300,2022/11/18,-0.004477
300,2022/11/21,-0.008534
300,2022/11/22,0.000118
300,2022/11/23,0.001049
300,2022/11/24,-0.004431
300,2022/11/25,0.005049
300,2022/11/28,-0.011265
300,2022/11/29,0.030853
300,2022/11/30,0.001199
300,2022/12/1,0.010831
300,2022/12/2,-0.006116
300,2022/12/5,0.019615
300,2022/12/6,0.005402
300,2022/12/7,-0.002459
300,2022/12/8,0.000187
300,2022/12/9,0.009867
300,2022/12/12,-0.011205
300,2022/12/13,-0.001963
300,2022/12/14,0.002333
300,2022/12/15,-0.000733
300,2022/12/16,0.000566
300,2022/12/19,-0.015428
300,2022/12/20,-0.016491
300,2022/12/21,0.000397
300,2022/12/22,0.001433
300,2022/12/23,-0.002036
300,2022/12/26,0.003989
300,2022/12/27,0.011543
300,2022/12/28,-0.004267
300,2022/12/29,-0.003762
300,2022/12/30,0.003872
300,2023/1/3,0.004201
300,2023/1/4,0.001299
300,2023/1/5,0.019427
300,2023/1/6,0.003102
300,2023/1/9,0.008096
300,2023/1/10,0.001085
300,2023/1/11,-0.001853
300,2023/1/12,0.001955
300,2023/1/13,0.014064
300,2023/1/16,0.015607
300,2023/1/17,-0.000174
300,2023/1/18,-0.001675
300,2023/1/19,0.006221
300,2023/1/20,0.00614
300,2023/1/30,0.004739
300,2023/1/31,-0.010589
300,2023/2/1,0.0094
300,2023/2/2,-0.003523
300,2023/2/3,-0.009451
300,2023/2/6,-0.01322
300,2023/2/7,0.0018
300,2023/2/8,-0.004419
300,2023/2/9,0.013423
300,2023/2/10,-0.005942
300,2023/2/13,0.009075
300,2023/2/14,0.000414
300,2023/2/15,-0.005211
300,2023/2/16,-0.007324
300,2023/2/17,-0.014408
300,2023/2/20,0.024534
300,2023/2/21,0.002628
300,2023/2/22,-0.009025
300,2023/2/23,-0.000805
300,2023/2/24,-0.010381
300,2023/2/27,-0.004236
300,2023/2/28,0.006334
300,2023/3/1,0.014125
300,2023/3/2,-0.00223
300,2023/3/3,0.003112
300,2023/3/6,-0.005215
300,2023/3/7,-0.014641
300,2023/3/8,-0.003642
300,2023/3/9,-0.003534
300,2023/3/10,-0.013114
300,2023/3/13,0.010474
